Bo_14_2b	Bo_15_2b	Bo_22_2b	Bo_23_2b	Bo_22_4b	Bo_23_4b	Bo_20_4b	Bo_21_4b	Bo_14_5b	Bo_15_5b	Bo_22_5b	Bo_23_5b	svz_EXTRA_14	svz_EXTRA_15	svz_18	svz_19
Itga2	-0.00983004890377026	0.404114201274299	0.974661863390139	0.00201690321365616	-0.555152485749125	-0.556404425912964	-0.555317751455144	-0.556082465242537	-0.956438261667524	-0.95162206220875	-1.15502242034654	-1.15502242034654	1.54161722855361	2.21115059077567	0.537679252766513	0.779652301858999
LOC100910882	0.262309369966169	0.199121164254107	-0.610239699355955	0.517983655630402	-0.229566999580718	-0.433318400338713	-0.630764287296018	-0.232363199430392	-1.03806643624836	-1.21778823778193	-1.22819721679735	-1.06435169459341	1.46438532400172	1.49386325008949	1.05133084312822	1.69566256435274
Zfp36l2	-0.482443185015501	-0.530493486065951	-0.42457317973497	-0.464385157951853	-0.45009592505316	-0.453806513414625	-0.704506737068877	-0.199255065341725	-0.462299538495888	-0.677841035332823	-1.20776376661848	-0.263353652169893	2.00328577582143	0.88165060818683	2.07220878254117	1.36367207571432
Trh	0.0226896934487985	-0.286725329332396	0.411580823393522	-0.059831012894576	-0.764239330143666	-0.764538435371072	-0.095650687720459	-0.82805918371691	-0.860111862016975	-0.891357915898624	-0.84358994532902	-0.784379628446356	1.03786603641471	2.02907873601274	0.550767235177377	2.1265008064229
Gpr153	0.234304225603756	0.181471808639247	0.133787542325159	0.288170562179127	-0.115511428785099	-0.267830951070458	-0.622943737916311	-0.0399360913794373	-1.26606774331669	-1.30068351297917	-1.36278018847669	-1.26957199581008	1.51894375083783	1.42638878457542	1.54710044530492	0.915158530268488
Stpg4	-1.2743617235078	-0.639164638624366	-1.0399885826604	-1.27208790977917	0.0409649764302827	0.0377611383418124	0.999731587346361	-0.153008218811278	-0.350719309475773	-0.127792195311343	-0.916049545837703	-0.566461437897132	1.85483710517095	1.58939096540043	1.31165740942277	0.505290379792366
Frem2	0.325676008860965	1.47304678161413	-0.597520986746468	0.442750553864346	-0.78053890362601	-0.756106556199485	-0.300675506422983	-0.885441237628626	-0.895576303484262	-0.810589896829929	-0.928845597564537	-1.00161122131173	1.12463011609201	1.99119323072481	0.42460606606903	1.17500345258874
Cited4	0.0321294003468096	0.612516886089902	0.235873332691362	0.0495370673845783	-0.275301641740154	-0.402937422878237	-1.02563259624919	0.00343965069393174	-1.09183536960582	-1.26905355111866	-1.21114579965372	-0.925261172636761	1.54807994713636	2.10448991301856	0.706734724156188	0.908366632364853
Strn	0.508559362379947	0.425018934715098	0.734260860699561	0.521676529767484	-0.769990846922266	-0.770160219350846	-0.713203245046365	-0.795304511641295	-0.93369957437856	-0.911476020522144	-1.03534524118147	-0.989548421712831	0.599936859367183	0.507305734816068	2.3069157561768	1.31505404283364
Osgin1	-0.743266774236974	-0.184521837730981	-1.01142760609715	-0.727275672764267	-0.669638168078237	-0.134338664234276	0.409229932101472	-0.672148754142783	-0.412703387989634	-0.916299345345647	-0.933822662079403	-0.20129399018975	1.77911662433354	1.63503556495615	1.65745318573895	1.12590155575898
Iqch	-0.649856607755346	0.241300625682073	-0.119743851506164	-0.637572047104294	-0.385951466167572	-0.80280059090818	-0.179065712242296	-0.388201573076777	-0.601833310283306	-0.360955034262861	-0.588022647380878	-0.834948031002238	2.43926614584414	0.542545498960288	2.31136893205696	0.0144696691464542
Prdm12	0.0238987649612966	0.780749749326566	-0.151058764473347	0.0343319202703547	-0.456345741872887	-0.369584968179192	-0.544514093032752	-0.36925417339596	-0.897185415775064	-0.895064694915609	-0.98462813306136	-0.899495073939937	0.831415947448993	0.295479235114917	3.01315096992949	0.588104471594491
AC108572.3	-0.102232653649193	0.0499869731650371	-0.0298523010568538	-0.0796467499560306	-0.188845330122588	-0.383429366503779	-0.570530044630323	-0.0017852419785648	-0.771129919490786	-0.73440208736495	-1.51985699492051	-1.17972537863707	1.34348067800773	0.777395673123716	2.55512516561808	0.835447578396076
Ttc25	-1.30443617322578	-0.0219348614937787	-1.07159611059788	-1.40190872095012	-0.126416479191721	0.0489388093460053	0.85993261604689	-0.308396197585824	-0.22785735575428	0.0870598659852539	-0.92987364040482	-0.706422584527983	1.9230389258981	0.688204860320489	1.80807331578717	0.683593730348275
Arhgef39	-0.925765244147181	-0.963001734861	0.283737288936172	-0.911771209929593	-0.113378519370181	-0.117897183432284	-0.310750609650188	0.0797895520218543	-0.714676167872072	-0.276309717038176	-0.499531743755648	-1.13661329837348	2.56199922188451	0.884412687449354	1.50838442287462	0.651372255263297
Chrnb3	-0.656074659500603	-0.539400587282923	-0.269286470219692	-0.654797352573532	-0.240576395275199	-0.0265632258086729	-0.779546260835198	0.296722338282247	-0.137221756676379	-0.231294094702123	-0.563044783015389	-0.154187721156546	0.0755847043014713	3.34467916920928	-0.530679077978033	1.06568617323129
Tnfrsf9	-0.851078609569226	-1.31288368133878	-0.58522376722816	-0.83960882710653	0.169685541930851	0.165241240051196	0.362636180131923	0.166384178391292	-0.229454882733035	-0.975188005845947	-1.57098971116163	0.0992076926425942	1.4188540399014	1.89173930140573	1.16882824833319	0.921851062195141
LOC108348172	0.23206311065398	0.362824468709595	-0.949209915160476	0.463077682684852	-0.433751806031311	-0.437461984207721	-1.1451417437179	0.095987405679539	-0.799061654800433	-1.30731351198316	-1.14032808656679	-0.320697494567615	2.16038704302074	0.781247278648495	1.20877647009592	1.22860273754229
Zfp474	-1.14782267726735	-0.629995149947475	-1.13886945624332	-1.14502887231131	-0.474792761522474	-0.00619781551269191	0.703490960306145	-0.593958915588164	-0.012955418158919	0.141035073319127	-0.234023763450668	-0.278034927540649	2.32290357593537	1.64917156450695	1.12235537325437	-0.277276789778938
Ccdc187	-0.0845916235517453	0.781989308677126	0.493974355218659	-0.140163118636189	-0.620211446210097	-0.649943419712037	-0.591648500327835	-0.649681434394868	-0.851888274349267	-0.728141319306715	-1.10821497192731	-1.02599807601187	2.07468411324936	1.80713455544594	0.100384633816201	1.19231521802065
Agbl2	0.210190997313409	1.13817169765295	0.129447825204111	0.231648001138176	-0.853288532307872	-0.897421356153417	-0.264169589911487	-0.980993771035825	-0.692936253464671	-0.835882402407129	-1.3141943421364	-0.723867020501085	2.24510334540382	1.19730551021234	0.955530275456933	0.455355615536153
Uchl3	-0.533799614578246	-0.285515296050689	-0.790364922504241	-0.20398493670626	-0.231111258071759	-0.503527766719014	-0.500123096454816	-0.234441232647988	-1.04580799309737	-1.01347296205895	-0.222009532463067	-0.561807861439629	1.2418797384875	2.34635625830496	0.720337697971237	1.81739277802833
Ropn1l	-0.886076210123642	-0.350496037977965	-1.45170316653929	-0.877151198920091	-0.619023558886313	-0.496110789726801	-0.493836744513754	-0.620775080567902	0.245918725718532	-0.216482045490876	-0.109977807189945	1.0428772036684	2.6329321597729	1.03687157874358	0.76296469240987	0.400068279623297
Mak	-0.492143387078573	-0.350370079258841	-0.728247588890061	-0.39509216806171	0.442477055502381	0.212901340866769	-0.839007777204783	1.04159455424183	-0.992689105278106	-0.598447777636087	-0.91197768730942	-1.15030641927174	2.26531717089758	1.73029928312516	0.356317943150522	0.409374642205082
LOC681355	0.357158376417495	0.676811581570266	0.0262295218932859	0.248259348138996	-0.380247340826983	-0.383338382371932	-0.836246594591882	-0.155038328574762	-1.06929649144471	-0.934196314060569	-1.28926705249746	-1.20037528348742	0.850078356328802	2.06173758963826	0.242927132892954	1.78480388097565
Als2cr12	-1.31947973096483	0.378493171266201	-0.899225098512908	-1.41320471689006	0.0695079511615917	0.065588860095297	1.00765255879216	-0.189075548518533	-0.536775190199765	-0.592762943944664	-0.865434102652101	-0.652892809246559	1.03562771741089	2.17589249507473	0.622134190781221	1.11395319634734
Dscc1	0.101102915339946	0.44220816330437	0.176852258503964	0.124740094605413	-0.370362714422588	-0.736077607181367	-0.914743167264377	-0.373174087311438	-0.562908838929431	-0.708064639364095	-1.63746247371327	-0.781063849432992	1.9881441493793	1.97915294025797	1.0260306186119	0.245626237616692
AABR07024637.1	-1.05625969103645	-0.46614942008538	-1.20638083617449	-1.10531357314148	0.0727755533454726	0.337369447903222	0.920964907158772	-0.107790150289253	-0.69097425755636	-0.357806639607995	-0.459714930552846	-0.880162344528137	2.09011292533508	0.909890821327943	1.78208518379117	0.217353004110736
AC128207.2	-1.20738504817272	-1.56821410200521	-0.999660713636643	-1.37347615394249	-0.107293993135981	0.0395474973733563	0.648261284510434	-0.412395652142934	0.0294316718249546	-0.381160448666229	-0.25086363297539	0.412645982986518	1.28618896686642	0.70421030853884	1.65133591707295	1.52882811550413
Ano1	-0.670086985467119	-0.622504541410186	-0.333949423378085	-0.708197081686693	0.611426518077606	0.321523574143886	-0.496944850652346	0.951902527907572	-0.786606201438151	-0.794536560099566	-0.953988231274071	-0.836083864895211	0.815524423488832	0.201034824180731	2.85605343482643	0.445432437676368
AABR07021946.1	-1.15808938768368	-0.0488196354531787	-1.15808938768368	-1.15808938768368	0.169689062533934	0.166917963209506	0.501176417126328	0.167630605092948	-0.498757044351077	-0.482766463348878	-0.8247381942098	-0.516172243436866	1.73856354737139	0.111939328152506	2.41830625821115	0.571298562153068
Mfrp	-1.26155152909844	-1.14032434659296	-0.727126181476011	-1.26022437631273	0.17816611834523	-0.160406736381629	-0.494084001904109	0.399389053428005	-0.444371360552779	-0.250546991291903	0.578473362536827	-0.415197540544695	0.298311820035036	1.95259105687783	0.635694157489017	2.1112074954433
Lrrc18	-1.03740474504572	-0.717311319371873	-0.326229984025395	-1.03390047419829	-0.193223010707428	-0.195691796138697	1.58034834917131	-0.490329445511345	-0.495043649578523	-0.473674523758448	-0.782178787057304	-0.804260076439876	1.67370224027244	2.01827660064738	0.67214216336156	0.604778458380212
AABR07026539.1	0.162131033491787	1.24921963968775	0.16181324758067	0.12181554331853	-0.527285770994199	-0.52962902151218	-0.527595098039068	-0.529026409239214	-1.1938956899975	-1.13091837888047	-0.881288116009057	-1.20594452055855	0.941061477571516	2.21612584120929	0.588642647463788	1.08477357490691
AC125248.1	-1.1444455280488	-1.1444455280488	-0.478411221712462	-1.1444455280488	-0.0188309226371384	-0.0211801021046249	0.543511215501161	-0.582510746568108	-0.585501289005127	0.000554749483918103	-0.579253387682148	-0.600264898434022	1.08793323142392	1.43953291492677	1.02117134075193	2.20658570020233
Fos	-0.607384102734349	-0.652081094769761	-0.935722648881734	-0.581095288455768	0.0105424344609589	-0.00587292455663412	1.91117488815294	-0.402652760685664	-0.626547962653464	-0.822434562562709	-0.988619382652621	-0.54338491501435	0.531258786474404	0.235533990878061	2.21440316973762	1.26288237326306
S100a11	-1.38365116027401	-0.84016808200937	-1.16651241825252	-1.37770129765742	-0.117697159123834	0.0454839227854995	0.885755774957968	-0.287664748207447	-0.130334326038141	0.254521531584825	-0.277977715149177	-0.664130544187746	2.02451378779097	1.49921458210692	1.00374475080771	0.532603100865761
Zim1	0.474741421126794	0.288464626094228	0.784526600917878	0.499391118873573	-0.564555455882854	-0.480864078543537	-0.521599457230283	-0.631544581083365	-1.0902642145915	-1.13655773779711	-1.27697083296523	-1.06996057266236	0.550144848926725	0.711803193380212	1.21037339852439	2.25287172291243
Tpd52l1	0.607495430979864	0.306471741770174	0.976575744645183	0.676561595516122	-0.999323515049622	-0.79202326168709	-0.73145539498689	-1.05084734777442	-1.13832992008312	-0.963361743643409	-0.39818149246388	-1.15712609328859	0.756176487802574	0.853054278497748	1.82301400343949	1.23129948632587
Polq	-0.0498558946274685	-0.723208131931866	0.274831181478236	0.0983677375582985	-0.277948547522484	-0.169434913746435	-0.278380614487396	-0.28037986510693	-0.844970977183392	-1.04858706623184	-0.608788522166919	-0.546478640287235	2.24159997242908	2.52541574341076	-0.466901665706628	0.154720204122213
Clic6	-0.87695536667577	-0.86311908193922	-1.04647176671916	-0.852510963188068	0.576271222835889	0.422525980354535	0.162074993881521	0.554835751233274	-0.593745678152436	-0.695415175086459	-1.02217254441879	-0.698997080289359	1.89378596338758	2.08877554352708	0.630603619887223	0.320514581362156
Grm4	0.353067434217445	0.669682242500496	0.51163798277412	0.392431307746091	-0.44127049304907	-0.461707608863648	-0.368258823440625	-0.528414116106208	-1.2584501103977	-1.1943052164721	-1.34075312687612	-1.34966584169575	0.848249655161235	1.51806788901813	1.2139340210262	1.43575480445751
Nox4	0.267985953643098	0.767816638134205	0.500079985879319	0.466609610810289	-0.695808990458235	-0.696477461838749	-0.695897233808712	-0.696305551471107	-0.857058025427813	-0.853200622821007	-1.01610855020692	-1.01610855020692	0.508455748259886	0.209365890905894	2.55806997652213	1.24858118208464
Tmem30b	0.573667840607307	1.37026966176103	-0.566693449903941	0.742530958528489	-0.962373926159279	-0.963439297965431	-0.962514563410804	-0.835744342667189	-0.712392073604245	-0.823765656140823	-0.832051246452476	-0.609083172026417	0.855674798173377	0.577897092454742	1.86637472995648	1.28164264684918
Wnt2b	-0.97683013390515	-0.12739030500486	-0.644034604268018	-1.11975811260561	0.360340270933214	0.35599372248293	-1.0716667044236	1.26686200642471	-0.429591138922597	-0.795462771905208	-1.19944728832795	-0.337878263249183	1.27225010073512	0.468965794937349	2.08424955501559	0.893397872083267
Lbhd2	0.392897817818877	0.451172127529287	0.229498759011981	0.303839749254273	-0.805542153358184	-0.624845492254815	-0.623857300019865	-0.806105952085232	-0.627451316849456	-0.614312153948705	-0.621395489132388	-0.553852499524334	0.12903801301331	-0.125653469721912	3.23877420742252	0.657795152844642
Nexn	0.0480377681520433	1.01141301764416	0.221506616727134	0.0180339540440196	-0.779870634222999	-0.772495507562649	-0.806840817345701	-0.780097336653423	-0.85730984385186	-0.847812528723247	-0.887456840694858	-0.874010186064229	0.649128880583098	1.9272675643613	0.821168985508002	1.90933690809921
Prrg4	-0.458054033593834	-0.113230132647763	-0.419515772216879	-0.446028374298359	-0.943944830339119	-0.607774669515104	0.0704537820363564	-0.944993728019832	-0.612622575766998	-0.244064021219762	0.0780870845086535	-0.639244591213911	2.67331017713527	2.00351724458608	0.462188452101136	0.141915988464068
Krt75	0.196898745558174	-0.357190172327966	1.67681750138127	0.317490001842674	-0.889465212830638	-0.796202828126707	-0.702236023618238	-0.889610403714287	-0.890108041463961	-0.79258606532805	-0.889068366682536	-0.892564762787261	1.32003517771574	0.880145226733624	1.25115668026137	1.45648854338679
Cfd	-0.275057313829118	0.361650133670418	0.129473075236549	-0.0853983153255844	-0.299827221639546	-0.000355902191135695	0.00266247990582271	-0.301940700720713	-1.21179259182464	-0.892681034067976	-0.598282971726218	-1.37017423602558	1.70151821918732	2.62553562331577	-0.264242842963055	0.478913598997684
AC135645.1	0.680803962483882	0.54573870630027	0.192383243889791	0.938092270866269	-0.609293854850076	-0.81363261282456	-0.880030974344172	-0.54311963004439	-1.08557605222099	-0.938185948689546	-1.01314156077724	-1.22702976805447	1.14073295571427	0.685287259349959	1.99910590329734	0.927866099903663
Spag6l	0.286982020405211	1.6316411406997	0.234507871974139	0.256228678243705	-0.952445472564653	-0.942949530612662	-0.732445487897303	-0.997538520808422	-0.694863668160043	-0.42479926781488	-1.14848426401606	-1.05067573310218	1.19730249449325	0.775582313990241	1.7302982493656	0.831659175804352
Bmp8a	-0.450626175092774	0.491381598645615	-0.406128735233288	-0.436740985876868	-0.328104257608085	-0.623498140630234	0.550095061373061	-0.622869218695341	-1.21097078782196	-0.89886518129339	-0.0277079007001188	-1.22634007913093	1.22830577556139	2.46630018607335	0.2361699087511	1.25959893167847
AABR07045485.1	-0.146112663030917	0.722095249096803	1.3924312533653	-0.131186198903889	-0.699810288063815	-0.849552985010504	-0.848210684993238	-0.701188781666288	-0.632324006663405	-0.684496606156373	-0.919278821826018	-0.72923851164348	0.703515606329546	0.112020351265575	2.57377809811283	0.837558989787872
Slc16a10	1.0123206742857	-0.345434717481767	0.107867024040376	1.30743875667705	-0.800365108284247	-0.725971150412391	-0.95386343265108	-0.725395326317582	-0.883310187032465	-0.471396383767736	-0.796143688704042	-1.20382030303458	0.270370420533393	0.842205460122689	1.68293048080916	1.68256748121752
